allDate,prevDay,prevWeek,avgTemp,wF,MonMed,classSession,dayType,season
8/2/2009 0:00,4.163952968,3.028329431,88.5,3.40687061,7.570823578,0,wknd,Summer
8/3/2009 0:00,3.40687061,5.678117684,88.5,6.81374122,7.570823578,0,wk,Summer
8/4/2009 0:00,6.81374122,8.327905936,90,8.706447115,7.570823578,0,wk,Summer
8/5/2009 0:00,8.706447115,6.81374122,90.5,8.706447115,7.570823578,0,wk,Summer
8/6/2009 0:00,8.706447115,7.192282399,91.5,6.435200042,7.570823578,0,wk,Summer
8/7/2009 0:00,6.435200042,9.463529473,91,4.542494147,7.570823578,0,wk,Summer
8/8/2009 0:00,4.542494147,4.163952968,90.5,3.028329431,7.570823578,0,wknd,Summer
8/9/2009 0:00,3.028329431,3.40687061,91,3.785411789,7.570823578,0,wknd,Summer
8/10/2009 0:00,3.785411789,6.81374122,91,6.056658863,7.570823578,0,wk,Summer
8/11/2009 0:00,6.056658863,8.706447115,91,8.327905936,7.570823578,0,wk,Summer
8/12/2009 0:00,8.327905936,8.706447115,88,7.570823578,7.570823578,0,wk,Summer
8/13/2009 0:00,7.570823578,6.435200042,86.5,7.949364757,7.570823578,0,wk,Summer
8/14/2009 0:00,7.949364757,4.542494147,89,7.570823578,7.570823578,0,wk,Summer
8/15/2009 0:00,7.570823578,3.028329431,90,5.678117684,7.570823578,0,wknd,Summer
8/16/2009 0:00,5.678117684,3.785411789,90,5.299576505,7.570823578,0,wknd,Summer
8/17/2009 0:00,5.299576505,6.056658863,90,6.056658863,7.570823578,0,wk,Summer
8/18/2009 0:00,6.056658863,8.327905936,89.5,6.81374122,7.570823578,0,wk,Summer
8/19/2009 0:00,6.81374122,7.570823578,88.5,4.921035326,7.570823578,0,wk,Summer
8/20/2009 0:00,4.921035326,7.949364757,91,33.31162374,7.570823578,0,wk,Summer
8/21/2009 0:00,33.31162374,7.570823578,91.5,8.327905936,7.570823578,0,wk,Summer
8/22/2009 0:00,8.327905936,5.678117684,89.5,5.678117684,7.570823578,0,wknd,Summer
8/23/2009 0:00,5.678117684,5.299576505,91.5,5.299576505,7.570823578,0,wknd,Summer
8/24/2009 0:00,5.299576505,6.056658863,90,10.22061183,7.570823578,0,wk,Summer
8/25/2009 0:00,10.22061183,6.81374122,89.5,10.97769419,7.570823578,0,wk,Summer
8/26/2009 0:00,10.97769419,4.921035326,89.5,12.87040008,7.570823578,1,wk,Summer
8/27/2009 0:00,12.87040008,33.31162374,88,13.62748244,7.570823578,1,wk,Summer
8/28/2009 0:00,13.62748244,8.327905936,85.5,124.918589,7.570823578,1,wk,Summer
8/29/2009 0:00,124.918589,5.678117684,84.5,49.21035326,7.570823578,1,wknd,Summer
8/30/2009 0:00,49.21035326,5.299576505,83,75.70823578,7.570823578,1,wknd,Summer
8/31/2009 0:00,75.70823578,10.22061183,82.5,143.845648,7.570823578,1,wk,Summer
9/1/2009 0:00,143.845648,10.97769419,82.5,162.7727069,147.6310598,1,wk,Fall
9/2/2009 0:00,162.7727069,12.87040008,84.5,143.845648,147.6310598,1,wk,Fall
9/3/2009 0:00,143.845648,13.62748244,87.5,136.2748244,147.6310598,1,wk,Fall
9/4/2009 0:00,136.2748244,124.918589,81.5,132.4894126,147.6310598,1,wk,Fall
9/5/2009 0:00,132.4894126,49.21035326,81.5,56.78117684,147.6310598,1,wknd,Fall
9/6/2009 0:00,56.78117684,75.70823578,83.5,56.78117684,147.6310598,1,wknd,Fall
9/7/2009 0:00,56.78117684,143.845648,83.5,79.49364757,147.6310598,1,wk,Fall
9/8/2009 0:00,79.49364757,162.7727069,84.5,170.3435305,147.6310598,1,wk,Fall
9/9/2009 0:00,170.3435305,143.845648,81.5,177.9143541,147.6310598,1,wk,Fall
9/10/2009 0:00,177.9143541,136.2748244,80,NaN,147.6310598,1,wk,Fall
9/11/2009 0:00,NaN,132.4894126,76.5,147.6310598,147.6310598,1,wk,Fall
9/12/2009 0:00,147.6310598,56.78117684,73.5,68.1374122,147.6310598,1,wknd,Fall
9/13/2009 0:00,68.1374122,56.78117684,77,87.06447115,147.6310598,1,wknd,Fall
9/14/2009 0:00,87.06447115,79.49364757,75.5,155.2018834,147.6310598,1,wk,Fall
9/15/2009 0:00,155.2018834,170.3435305,78,170.3435305,147.6310598,1,wk,Fall
9/16/2009 0:00,170.3435305,177.9143541,78.5,151.4164716,147.6310598,1,wk,Fall
9/17/2009 0:00,151.4164716,NaN,76.5,162.7727069,147.6310598,1,wk,Fall
9/18/2009 0:00,162.7727069,147.6310598,79,143.845648,147.6310598,1,wk,Fall
9/19/2009 0:00,143.845648,68.1374122,79,75.70823578,147.6310598,1,wknd,Fall
9/20/2009 0:00,75.70823578,87.06447115,81.5,94.63529473,147.6310598,1,wknd,Fall
9/21/2009 0:00,94.63529473,155.2018834,85.5,151.4164716,147.6310598,1,wk,Fall
9/22/2009 0:00,151.4164716,170.3435305,71.5,181.6997659,147.6310598,1,wk,Fall
9/23/2009 0:00,181.6997659,151.4164716,62,158.9872951,147.6310598,1,wk,Fall
9/24/2009 0:00,158.9872951,162.7727069,63,166.5581187,147.6310598,1,wk,Fall
